wkt_geom	typ_budynku
MultiPolygon (((204314.41999999992549419 627610.32000000029802322, 204316.29999999981373549 627609.78999999910593033, 204315.00999999977648258 627605.21000000089406967, 204313.08000000007450581 627605.75, 204311.83000000007450581 627601.34999999962747097, 204297.69000000040978193 627605.35999999940395355, 204299.19000000040978193 627610.39000000059604645, 204300.91000000014901161 627610.41999999992549419, 204301.03000000026077032 627610.89000000059604645, 204303.01999999955296516 627617.85999999940395355, 204303.13999999966472387 627618.47000000067055225, 204315.69000000040978193 627614.90000000037252903, 204314.41999999992549419 627610.32000000029802322)))	mieszkalne
MultiPolygon (((204321.62999999988824129 627627.5, 204321.76999999955296516 627627.27999999932944775, 204320.53000000026077032 627622.89000000059604645, 204320.26999999955296516 627622.73000000044703484, 204318.0400000000372529 627623.36999999918043613, 204315.69000000040978193 627614.90000000037252903, 204303.13999999966472387 627618.47000000067055225, 204304.87999999988824129 627624.41999999992549419, 204305.73000000044703484 627624.55000000074505806, 204306.32000000029802322 627626.61999999918043613, 204306.7099999999627471 627626.84999999962747097, 204306.16999999992549419 627627.80000000074505806, 204305.95000000018626451 627627.85999999940395355, 204305.2099999999627471 627627.10999999940395355, 204303.33999999985098839 627627.60999999940395355, 204303.16000000014901161 627627.22000000067055225, 204302.59999999962747097 627626.88000000081956387, 204305.94000000040978193 627639.03999999910593033, 204320.98000000044703484 627634.73000000044703484, 204320.95000000018626451 627634.60999999940395355, 204321.03000000026077032 627634.35999999940395355, 204321.16999999992549419 627634.33000000007450581, 204320.40000000037252903 627631.53999999910593033, 204319.37999999988824129 627628.15000000037252903, 204321.62999999988824129 627627.5)))	mieszkalne
MultiPolygon (((204304.01999999955296516 627718.18999999947845936, 204322.83000000007450581 627712.90000000037252903, 204321.2099999999627471 627707.06000000052154064, 204307.12000000011175871 627711.06000000052154064, 204301.48000000044703484 627712.58999999985098839, 204302.99000000022351742 627718.48000000044703484, 204304.01999999955296516 627718.18999999947845936)))	mieszkalne
MultiPolygon (((204319.5400000000372529 627692.14000000059604645, 204320.54999999981373549 627690.66999999992549419, 204319.25 627686.18999999947845936, 204315 627687.40000000037252903, 204301.5 627691.26999999955296516, 204303.12000000011175871 627696.83999999985098839, 204307.7900000000372529 627695.58999999985098839, 204307.95000000018626451 627695.93999999947845936, 204315.62000000011175871 627693.68999999947845936, 204315.59999999962747097 627693.25999999977648258, 204319.5400000000372529 627692.14000000059604645)))	mieszkalne
MultiPolygon (((204307.12000000011175871 627711.06000000052154064, 204321.2099999999627471 627707.06000000052154064, 204324.87999999988824129 627706.01999999955296516, 204323.62000000011175871 627701.51999999955296516, 204321.9599999999627471 627700.74000000022351742, 204318.04999999981373549 627701.83999999985098839, 204317.91999999992549419 627701.41000000014901161, 204310.24000000022351742 627703.65000000037252903, 204310.34999999962747097 627704.05000000074505806, 204305.51999999955296516 627705.44999999925494194, 204306.00999999977648258 627707.24000000022351742, 204307.12000000011175871 627711.06000000052154064)))	mieszkalne
MultiPolygon (((204327.09999999962747097 627728.41000000014901161, 204325.50999999977648258 627722.43999999947845936, 204305.17999999970197678 627728.28999999910593033, 204308.83000000007450581 627733.71000000089406967, 204327.09999999962747097 627728.41000000014901161)))	mieszkalne
MultiPolygon (((204321.49000000022351742 627855.27999999932944775, 204322.30999999959021807 627851.59999999962747097, 204324.7099999999627471 627852.13000000081956387, 204325.82000000029802322 627847.16999999992549419, 204323.40000000037252903 627846.64000000059604645, 204324.51999999955296516 627841.73000000044703484, 204311.33000000007450581 627837.77999999932944775, 204309.78000000026077032 627844.56000000052154064, 204308.90000000037252903 627845.80000000074505806, 204307.13999999966472387 627846.00999999977648258, 204307.00999999977648258 627844.88000000081956387, 204292.92999999970197678 627846.76999999955296516, 204291.19000000040978193 627845.35999999940395355, 204287.17999999970197678 627846.02999999932944775, 204287.28000000026077032 627846.81000000052154064, 204289.26999999955296516 627860.96000000089406967, 204320.00999999977648258 627856.69999999925494194, 204321.49000000022351742 627855.27999999932944775)))	mieszkalne
MultiPolygon (((204324.03000000026077032 627779.22000000067055225, 204313.5 627771.11999999918043613, 204313.13999999966472387 627768.49000000022351742, 204311.12999999988824129 627766.99000000022351742, 204302.5 627777.98000000044703484, 204319.7900000000372529 627791.49000000022351742, 204328.26999999955296516 627780.73000000044703484, 204326.07000000029802322 627779, 204324.03000000026077032 627779.22000000067055225)))	mieszkalne
MultiPolygon (((204311.37999999988824129 627766.68999999947845936, 204322.0400000000372529 627753.09999999962747097, 204318.29999999981373549 627747.52999999932944775, 204309.25999999977648258 627759.33000000007450581, 204310.12999999988824129 627760.11999999918043613, 204308.95000000018626451 627761.51999999955296516, 204309.29999999981373549 627764.50999999977648258, 204311.37999999988824129 627766.68999999947845936)))	mieszkalne
MultiPolygon (((204330.42999999970197678 627828.11999999918043613, 204303.26999999955296516 627807.15000000037252903, 204294.61000000033527613 627818.16000000014901161, 204298.7900000000372529 627821.21000000089406967, 204308.79999999981373549 627828.75999999977648258, 204310.36000000033527613 627829.93999999947845936, 204310.63999999966472387 627830.15000000037252903, 204312.46999999973922968 627829.64000000059604645, 204314.26999999955296516 627830.71000000089406967, 204314.21999999973922968 627831.90000000037252903, 204313.57000000029802322 627833.60999999940395355, 204313.20000000018626451 627833.47000000067055225, 204312.83999999985098839 627833.5, 204310.99000000022351742 627837.66000000014901161, 204311.33000000007450581 627837.77999999932944775, 204324.51999999955296516 627841.73000000044703484, 204326.19000000040978193 627837.03999999910593033, 204328.4599999999627471 627838.06000000052154064, 204330.66000000014901161 627832.86999999918043613, 204328.37000000011175871 627832.16000000014901161, 204330.42999999970197678 627828.11999999918043613)))	mieszkalne
MultiPolygon (((204331.42999999970197678 627904.05000000074505806, 204329.28000000026077032 627899.61999999918043613, 204327.33000000007450581 627900.56000000052154064, 204325.53000000026077032 627896.11999999918043613, 204293.62000000011175871 627900.69999999925494194, 204295.49000000022351742 627914.90000000037252903, 204295.62000000011175871 627915.98000000044703484, 204301.36000000033527613 627915.51999999955296516, 204302.03000000026077032 627913.5, 204312.69000000040978193 627911.89000000059604645, 204313.23000000044703484 627910.72000000067055225, 204315.96999999973922968 627910.46000000089406967, 204316.40000000037252903 627911.21000000089406967, 204318.00999999977648258 627914.07000000029802322, 204319.53000000026077032 627916.74000000022351742, 204331.67999999970197678 627909.33000000007450581, 204329.46999999973922968 627905.02999999932944775, 204331.42999999970197678 627904.05000000074505806)))	mieszkalne
MultiPolygon (((204318.57000000029802322 627767.07000000029802322, 204324.12999999988824129 627759.84999999962747097, 204326 627758.92999999970197678, 204325.74000000022351742 627758.52999999932944775, 204322.0400000000372529 627753.09999999962747097, 204311.37999999988824129 627766.68999999947845936, 204311.12999999988824129 627766.99000000022351742, 204313.13999999966472387 627768.49000000022351742, 204316.33999999985098839 627768.21000000089406967, 204317.32000000029802322 627766.90000000037252903, 204318.57000000029802322 627767.07000000029802322)))	mieszkalne
MultiPolygon (((204340.41000000014901161 627920.99000000022351742, 204337.37999999988824129 627917.35999999940395355, 204339.16000000014901161 627916.02999999932944775, 204336.2099999999627471 627912.08999999985098839, 204334.42999999970197678 627913.41999999992549419, 204331.67999999970197678 627909.33000000007450581, 204319.53000000026077032 627916.74000000022351742, 204319.21999999973922968 627916.93999999947845936, 204322.26999999955296516 627920.91999999992549419, 204321.86000000033527613 627921.24000000022351742, 204322.49000000022351742 627922.02999999932944775, 204322.87999999988824129 627921.78999999910593033, 204324.40000000037252903 627923.78999999910593033, 204322.32000000029802322 627927.35999999940395355, 204321.45000000018626451 627926.86999999918043613, 204316.17999999970197678 627936.22000000067055225, 204313.98000000044703484 627936.48000000044703484, 204311.67999999970197678 627940.63000000081956387, 204311.71999999973922968 627941.32000000029802322, 204325.16000000014901161 627948.27999999932944775, 204327.66999999992549419 627943.85999999940395355, 204329.62000000011175871 627944.92999999970197678, 204332.12999999988824129 627940.35999999940395355, 204330.2099999999627471 627939.27999999932944775, 204334.49000000022351742 627931.85999999940395355, 204336.36000000033527613 627932.81000000052154064, 204338.90000000037252903 627928.25, 204337.16000000014901161 627927.08000000007450581, 204340.41000000014901161 627920.99000000022351742)))	mieszkalne
MultiPolygon (((204349.59999999962747097 628089.67999999970197678, 204351.15000000037252903 628076.69999999925494194, 204351.16999999992549419 628076.47000000067055225, 204351.23000000044703484 628075.99000000022351742, 204350.44000000040978193 628075.89000000059604645, 204350.40000000037252903 628076.25999999977648258, 204346.09999999962747097 628075.73000000044703484, 204337.37000000011175871 628074.66000000014901161, 204334.92999999970197678 628075.80000000074505806, 204333.50999999977648258 628073.15000000037252903, 204335.92999999970197678 628072, 204341.25999999977648258 628062.49000000022351742, 204343.25999999977648258 628061.77999999932944775, 204344.21999999973922968 628064.89000000059604645, 204347.28000000026077032 628066.41999999992549419, 204350.45000000018626451 628060.75, 204348.90000000037252903 628059.83000000007450581, 204345.19000000040978193 628057.61999999918043613, 204332.5400000000372529 628050.06000000052154064, 204330.41999999992549419 628053.91999999992549419, 204328.65000000037252903 628052.96000000089406967, 204325.87000000011175871 628057.89000000059604645, 204327.63999999966472387 628058.96000000089406967, 204320.23000000044703484 628072.41999999992549419, 204318.49000000022351742 628071.44999999925494194, 204315.73000000044703484 628076.46000000089406967, 204317.48000000044703484 628077.41000000014901161, 204314.96999999973922968 628081.97000000067055225, 204316.38999999966472387 628085.65000000037252903, 204349.59999999962747097 628089.67999999970197678)))	mieszkalne
MultiPolygon (((204384.87999999988824129 628159.85999999940395355, 204385.12000000011175871 628157.86999999918043613, 204373.83000000007450581 628156.23000000044703484, 204373.54999999981373549 628158.33000000007450581, 204367.03000000026077032 628157.43999999947845936, 204367.30999999959021807 628155.46000000089406967, 204356.15000000037252903 628153.85999999940395355, 204355.87999999988824129 628155.91000000014901161, 204348.91000000014901161 628155.00999999977648258, 204349.15000000037252903 628152.91000000014901161, 204337.9599999999627471 628151.32000000029802322, 204337.58999999985098839 628153.43999999947845936, 204334.15000000037252903 628152.90000000037252903, 204332.80999999959021807 628162.47000000067055225, 204336.16999999992549419 628162.93999999947845936, 204336.03000000026077032 628163.81000000052154064, 204339.73000000044703484 628164.32000000029802322, 204339.66000000014901161 628164.89000000059604645, 204343.55999999959021807 628165.43999999947845936, 204343.63999999966472387 628164.86999999918043613, 204347.58999999985098839 628165.33999999985098839, 204347.74000000022351742 628164.58000000007450581, 204354.11000000033527613 628165.40000000037252903, 204353.99000000022351742 628166.25, 204357.92999999970197678 628166.81000000052154064, 204357.88999999966472387 628167.33999999985098839, 204361.7900000000372529 628167.90000000037252903, 204361.90000000037252903 628167.25999999977648258, 204365.71999999973922968 628167.75999999977648258, 204365.83000000007450581 628166.98000000044703484, 204372.09999999962747097 628167.81000000052154064, 204372.03000000026077032 628168.60999999940395355, 204375.99000000022351742 628169.17999999970197678, 204375.92999999970197678 628169.84999999962747097, 204379.63999999966472387 628170.38000000081956387, 204379.71999999973922968 628169.69999999925494194, 204383.46999999973922968 628170.25, 204383.53000000026077032 628169.41000000014901161, 204387.11000000033527613 628169.90000000037252903, 204388.5400000000372529 628160.36999999918043613, 204384.87999999988824129 628159.85999999940395355)))	mieszkalne
